"Metric Name","Type","Parent Metric","Experiment Group","Aggregate Func","control Value","control Exposure Volume","treatment Value","treatment Exposure Volume","treatment Absolute Impact","treatment Absolute Impact Confidence Interval","treatment Relative Impact","treatment Relative Impact Confidence Interval","treatment P Value","treatment Significance","treatment Coverage","treatment Relative Global Lift","treatment Absolute Global Lift"
"action_dimension_cx_add_payment_method","Dimension","cx_app_quality_page_action_error_android","","mean","0.000000","30","0.000000","37","0.000000","[0, 0]","","[]","1.000000","-","0.000001","0.000000","0.000000"
"action_dimension_cx_add_to_cart","Dimension","cx_app_quality_page_action_error_android","","mean","0.001358","1,186,606","0.001351","1,187,525","-0.000007","[-0.000061, +0.000048]","-0.004888","[-4.4797%, +3.5021%]","0.810298","-","0.253042","-0.000964","-0.000002"
"action_dimension_cx_create_address","Dimension","cx_app_quality_page_action_error_android","","mean","0.000000","271","0.000000","241","0.000000","[0, 0]","","[]","1.000000","-","0.000004","0.000000","0.000000"
"action_dimension_cx_delete_cart","Dimension","cx_app_quality_page_action_error_android","","mean","0.000322","786,487","0.000299","786,803","-0.000023","[-0.000061, +0.000015]","-0.071789","[-18.9687%, +4.6108%]","0.232692","-","0.063850","-0.000846","-0.000001"
"action_dimension_cx_place_order","Dimension","cx_app_quality_page_action_error_android","","mean","0.001994","1,147,617","0.002011","1,148,442","0.000017","[-0.000107, +0.000141]","0.008678","[-5.3549%, +7.0905%]","0.784601","-","0.101748","0.001011","0.000002"
"action_dimension_cx_set_address","Dimension","cx_app_quality_page_action_error_android","","mean","0.000000","402","0.001894","449","0.001894","[-0.001811, +0.005598]","","[]","0.316359","-","0.000007","0.000000","0.000000"
"action_dimension_cx_set_payment_method","Dimension","cx_app_quality_page_action_error_android","","mean","0.000560","1,330","0.001065","1,357","0.000519","[-0.001829, +0.002867]","0.927332","[-326.7089%, +512.1752%]","0.664781","-","0.000027","0.000000","0.000000"
"action_dimension_cx_update_cart","Dimension","cx_app_quality_page_action_error_android","","mean","0.001054","594,534","0.001068","595,390","0.000014","[-0.000093, +0.00012]","0.013013","[-8.7815%, +11.384%]","0.800307","-","0.028836","0.000000","0.000000"
"cx_app_quality_page_load_error_android","Metric","N/A","","mean","0.001728","1,532,211","0.001709","1,533,113","-0.000018","[-0.000035, -0.000001]","-0.010401","[-1.9978%, -0.0824%]","0.033281","Significant","0.449628","-0.004028","-0.000008"
"page_dimension_cx_checkout_page","Dimension","cx_app_quality_page_load_error_android","","mean","0.002655","1,197,416","0.002616","1,200,963","-0.000039","[-0.000104, +0.000026]","-0.014608","[-3.9046%, +0.9831%]","0.241379","-","0.048148","-0.000919","-0.000002"
