Metric Name,Desired Direction,Dimension Name,Dimension Value,Label,Variant Name,Metric Value,Metric Impact Relative,Metric Impact Relative Lower Bound,Metric Impact Relative Upper Bound,Metric Impact Relative Global Lift,Metric Impact Absolute,Metric Impact Absolute Lower Bound,Metric Impact Absolute Upper Bound,Metric Impact Absolute Global Lift,P Value,Metric Impact Relative Sequential Lower Bound,Metric Impact Relative Sequential Upper Bound,Metric Impact Absolute Sequential Lower Bound,Metric Impact Absolute Sequential Upper Bound,P Value Sequential,Participating Units,Analyzed At
cx_app_quality_page_action_error_web,decrease,action_dimension,action_dimension_cx_create_address,,treatment2,0.00039483,-0.61730462,-1.8063974,0.57178817,0.0,-0.00061096,-0.00178784,0.00056592,0.0,0.30891847,-2.48736332,1.25275408,-0.00246182,0.00123989,1.0,4195,2025-01-15 23:09:39
cx_app_quality_page_action_error_ios,decrease,action_dimension,action_dimension_cx_create_address,,control,0.00055411,,,,,,,,,,,,,,,378197,2025-01-15 23:09:25
cx_app_quality_page_action_error_android,decrease,action_dimension,action_dimension_cx_create_address,,control,0.0,,,,,,,,,,,,,,,130,2025-01-15 23:09:36
cx_app_quality_page_action_error_android,decrease,action_dimension,action_dimension_cx_create_address,,treatment2,0.0,,,,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,59,2025-01-15 23:09:36
cx_app_quality_action_load_latency_web,decrease,action_dimension,action_dimension_cx_delete_cart,,control,0.02955667,,,,,,,,,,,,,,,590,2025-01-15 23:09:35
cx_app_quality_page_action_error_android,decrease,action_dimension,action_dimension_cx_delete_cart,,treatment2,0.00038776,0.0145783,-0.18568273,0.21483932,0.0,5.57e-6,-0.00007092,0.00008206,0.0,0.88654413,-0.30036758,0.32952417,-0.00011473,0.00012587,1.0,267233,2025-01-15 23:09:36
cx_app_quality_page_action_error_web,decrease,action_dimension,action_dimension_cx_delete_cart,,treatment1,0.00036379,-0.44489232,-0.99805812,0.10827349,-0.00589319,-0.00029164,-0.00065426,0.00007098,-7.1e-6,0.11494933,-1.31484337,0.42505874,-0.00086192,0.00027864,0.82761271,45318,2025-01-15 23:09:39
cx_app_quality_page_action_error_android,decrease,action_dimension,action_dimension_cx_delete_cart,,treatment1,0.00035628,-0.06644497,-0.26167871,0.12878877,-0.00095329,-0.00002538,-0.00009995,0.00004919,-1.57e-6,0.5047432,-0.37348455,0.24059461,-0.00014266,0.0000919,1.0,268055,2025-01-15 23:09:36
cx_app_quality_action_load_latency_android,decrease,action_dimension,action_dimension_cx_delete_cart,,control,0.02249438,,,,,,,,,,,,,,,546404,2025-01-15 23:09:39
cx_app_quality_action_load_latency_web,decrease,action_dimension,action_dimension_cx_delete_cart,,treatment2,0.01339271,-0.54194244,-1.33347719,0.2495923,-0.00026623,-0.01601801,-0.03941315,0.00737712,-0.00001182,0.17961728,-1.78677081,0.70288593,-0.052811,0.02077497,1.0,301,2025-01-15 23:09:35
