"Metric Name","Type","Parent Metric","Experiment Group","Aggregate Func","control Value","control Exposure Volume","treatment_a Value","treatment_a Exposure Volume","treatment_a Absolute Impact","treatment_a Absolute Impact Confidence Interval","treatment_a Relative Impact","treatment_a Relative Impact Confidence Interval","treatment_a P Value","treatment_a Significance","treatment_a Coverage","treatment_a Relative Global Lift","treatment_a Absolute Global Lift","treatment_b Value","treatment_b Exposure Volume","treatment_b Absolute Impact","treatment_b Absolute Impact Confidence Interval","treatment_b Relative Impact","treatment_b Relative Impact Confidence Interval","treatment_b P Value","treatment_b Significance","treatment_b Coverage","treatment_b Relative Global Lift","treatment_b Absolute Global Lift"
"doubledash_post_checkout_wau","Metric","N/A","","mean","0.069312","2,497,231","0.069549","2,425,881","0.000180","[-0.00026, +0.000621]","0.002601","[-0.3758%, +0.8959%]","0.422787","-","0.159222","0.000414","0.000338","0.069598","2,426,762","0.000240","[-0.000201, +0.00068]","0.003456","[-0.2903%, +0.9815%]","0.286783","-","0.159222","0.000550","0.000449"
"doubledash_pre_checkout_active_user","Metric","N/A","","mean","0.023375","2,497,231","0.023502","2,425,881","0.000110","[-0.00015, +0.00037]","0.004702","[-0.6433%, +1.5837%]","0.407844","-","0.207854","0.000977","0.000263","0.023484","2,426,762","0.000115","[-0.000145, +0.000375]","0.004912","[-0.6221%, +1.6045%]","0.387170","-","0.207854","0.001021","0.000275"
"doubledash_pre_checkout_wau","Metric","N/A","","mean","0.015388","2,497,231","0.015468","2,425,881","0.000050","[-0.000163, +0.000263]","0.003250","[-1.0602%, +1.7102%]","0.645603","-","0.104975","0.000341","0.000094","0.015436","2,426,762","0.000014","[-0.0002, +0.000227]","0.000881","[-1.2967%, +1.4728%]","0.900815","-","0.104975","0.000092","0.000025"
"doubledash_wau","Metric","N/A","","mean","0.081330","2,497,231","0.081594","2,425,881","0.000190","[-0.000282, +0.000661]","0.002331","[-0.3462%, +0.8123%]","0.430383","-","0.152466","0.000355","0.000355","0.081638","2,426,762","0.000239","[-0.000233, +0.00071]","0.002934","[-0.2859%, +0.8728%]","0.320889","-","0.152466","0.000447","0.000447"
"dp_paid_pause_cancel","Metric","N/A","","mean","0.022339","1,198,947","0.022376","1,164,845","0.000037","[-0.000349, +0.000423]","0.001655","[-1.5637%, +1.8947%]","0.851206","-","0.077620","0.000128","0.000005","0.022503","1,164,847","0.000163","[-0.000225, +0.000551]","0.007293","[-1.0063%, +2.465%]","0.410172","-","0.077620","0.000566","0.000024"
"dsmp_perc_mx_trialers","Metric","N/A","","mean","0.225063","1,933,951","0.224653","1,878,232","-0.000402","[-0.000984, +0.000181]","-0.001785","[-0.4373%, +0.0803%]","0.176404","-","0.191561","-0.000303","-0.000077","0.224732","1,879,336","-0.000337","[-0.00092, +0.000245]","-0.001498","[-0.4086%, +0.1091%]","0.256712","-","0.191561","-0.000254","-0.000065"
"first_contact_resolution_rate","Metric","N/A","","mean","0.914242","73,372","0.915656","71,620","0.001437","[-0.001568, +0.004442]","0.001572","[-0.1715%, +0.4859%]","0.348598","-","0.109118","0.000178","0.000157","0.913687","72,301","-0.000369","[-0.003371, +0.002632]","-0.000404","[-0.3687%, +0.2879%]","0.809479","-","0.109118","-0.000046","-0.000040"
"gov_per_order_curie","Metric","N/A","","mean","35.797470","1,936,752","35.813637","1,881,057","0.018947","[-0.030084, +0.067978]","0.000529","[-0.084%, +0.1899%]","0.448817","-","0.212763","0.000107","0.004038","35.783102","1,882,079","-0.003875","[-0.04691, +0.039161]","-0.000108","[-0.131%, +0.1094%]","0.859931","-","0.212763","-0.000022","-0.000825"
"hp_session_long_term_relevance_v_2","Metric","N/A","","mean","3.455725","2,031,485","3.457255","1,973,234","0.002263","[+0.000221, +0.004305]","0.000655","[+0.0064%, +0.1246%]","0.029878","Significant","0.167363","0.000109","0.000379","3.456937","1,974,176","0.001084","[-0.000957, +0.003125]","0.000314","[-0.0277%, +0.0904%]","0.297936","-","0.167363","0.000052","0.000182"
"hqdr_ratio","Metric","N/A","","mean","0.926558","2,489,728","0.926512","2,418,648","-0.000042","[-0.000319, +0.000235]","-0.000046","[-0.0345%, +0.0254%]","0.765625","-","0.258378","-0.000012","-0.000011","0.926398","2,419,626","-0.000152","[-0.000429, +0.000126]","-0.000164","[-0.0463%, +0.0136%]","0.283537","-","0.258378","-0.000042","-0.000039"
"mx_takehome_pay_7d","Metric","N/A","","mean","3969.812241","2,406,303","3979.485225","2,337,632","1.601820","[-8.891163, +12.094804]","0.000404","[-0.224%, +0.3047%]","0.764787","-","0.117095","0.000047","0.412199","3973.266240","2,338,791","2.313682","[-7.909556, +12.53692]","0.000583","[-0.1992%, +0.3158%]","0.657353","-","0.117095","0.000068","0.595384"
"net_revenue_per_order","Metric","N/A","","mean","4.438833","2,482,811","4.435523","2,412,172","-0.007622","[-0.018445, +0.0032]","-0.001717","[-0.4155%, +0.0721%]","0.167445","-","0.226272","-0.000383","-0.001727","4.436284","2,412,807","-0.001777","[-0.01231, +0.008755]","-0.000400","[-0.2773%, +0.1972%]","0.740857","-","0.226272","-0.000089","-0.000403"
"nv_fco_all","Metric","N/A","","mean","7.280953","634,751","7.272756","616,394","-0.007831","[-0.034097, +0.018434]","-0.001076","[-0.4683%, +0.2532%]","0.558952","-","0.238208","-0.000251","-0.001870","7.277291","616,301","-0.003656","[-0.028675, +0.021363]","-0.000502","[-0.3938%, +0.2934%]","0.774562","-","0.238208","-0.000117","-0.000871"
"nv_hqfr","Metric","N/A","","mean","0.792032","406,288","0.792959","395,155","0.000917","[-0.000461, +0.002294]","0.001157","[-0.0582%, +0.2897%]","0.192204","-","0.214834","0.000251","0.000197","0.793243","394,685","0.001216","[-0.000165, +0.002596]","0.001535","[-0.0208%, +0.3278%]","0.084303","-","0.214834","0.000332","0.000261"
"nv_mau","Metric","N/A","","mean","0.353159","2,497,231","0.353171","2,425,881","0.000185","[-0.000554, +0.000923]","0.000523","[-0.1569%, +0.2614%]","0.624315","-","0.208097","0.000109","0.000104","0.353313","2,426,762","0.000375","[-0.000364, +0.001114]","0.001062","[-0.1031%, +0.3155%]","0.319933","-","0.208097","0.000221","0.000212"
"o1_aov","Metric","N/A","","mean","36.917036","1,867,900","36.931556","1,814,779","0.016366","[-0.034139, +0.066872]","0.000443","[-0.0925%, +0.1811%]","0.525346","-","0.206053","0.000088","0.003377","36.902330","1,815,271","-0.005671","[-0.049832, +0.038491]","-0.000154","[-0.135%, +0.1043%]","0.801291","-","0.206053","-0.000030","-0.001170"
"o1_gmv","Metric","N/A","","mean","117.362503","2,497,231","117.628825","2,425,881","0.010596","[-0.259113, +0.280305]","0.000090","[-0.2208%, +0.2388%]","0.938622","-","0.197941","0.000018","0.002629","117.469880","2,426,762","-0.025865","[-0.283113, +0.231382]","-0.000220","[-0.2412%, +0.1972%]","0.843774","-","0.197941","-0.000044","-0.006416"
"o1_subtotal","Metric","N/A","","mean","27.367861","1,867,900","27.385034","1,814,779","0.015155","[-0.028011, +0.058322]","0.000554","[-0.1024%, +0.2131%]","0.491372","-","0.206053","0.000111","0.003127","27.352527","1,815,271","-0.006671","[-0.043545, +0.030203]","-0.000244","[-0.1591%, +0.1104%]","0.722901","-","0.206053","-0.000049","-0.001376"
"o1_vp","Metric","N/A","","mean","2.924097","1,867,900","2.920277","1,814,779","-0.005975","[-0.017752, +0.005801]","-0.002044","[-0.6071%, +0.1984%]","0.319986","-","0.206053","-0.000361","-0.001233","2.922929","1,815,271","-0.001297","[-0.012682, +0.010087]","-0.000444","[-0.4337%, +0.345%]","0.823262","-","0.206053","-0.000078","-0.000268"
"o1_vp_per_cx","Metric","N/A","","mean","9.295960","2,497,231","9.301225","2,425,881","-0.015544","[-0.056761, +0.025674]","-0.001672","[-0.6106%, +0.2762%]","0.459828","-","0.176630","-0.000295","-0.003856","9.304456","2,426,762","0.006629","[-0.033201, +0.04646]","0.000713","[-0.3572%, +0.4998%]","0.744259","-","0.176630","0.000126","0.001645"
"o_1_aov_flipped","Metric","N/A","","mean","36.235098","1,872,984","36.254908","1,819,683","0.020981","[-0.027943, +0.069905]","0.000579","[-0.0771%, +0.1929%]","0.400612","-","0.177159","0.000115","0.003722","36.219584","1,820,074","-0.006423","[-0.049143, +0.036297]","-0.000177","[-0.1356%, +0.1002%]","0.768234","-","0.177159","-0.000035","-0.001139"
"o_1_gov_per_cx_flipped","Metric","N/A","","mean","36.250425","2,497,231","36.270427","2,425,881","0.026140","[-0.026384, +0.078664]","0.000721","[-0.0728%, +0.217%]","0.329350","-","0.179648","0.000143","0.004703","36.238912","2,426,762","-0.004229","[-0.049293, +0.040835]","-0.000117","[-0.136%, +0.1126%]","0.854063","-","0.179648","-0.000023","-0.000761"
"o_1_subtotal_flipped","Metric","N/A","","mean","27.317080","1,873,249","27.333522","1,819,934","0.012500","[-0.030503, +0.055502]","0.000458","[-0.1117%, +0.2032%]","0.568874","-","0.177166","0.000091","0.002218","27.299824","1,820,338","-0.008308","[-0.045392, +0.028777]","-0.000304","[-0.1662%, +0.1053%]","0.660607","-","0.177166","-0.000061","-0.001474"
"o_2_aov_flipped","Metric","N/A","","mean","20.326510","420,942","20.395153","410,241","0.069216","[+0.000252, +0.13818]","0.003405","[+0.0012%, +0.6798%]","0.049170","Significant","0.366798","0.001300","0.025405","20.356456","410,502","0.031091","[-0.036208, +0.098389]","0.001530","[-0.1781%, +0.484%]","0.365216","-","0.366798","0.000584","0.011411"
"o_2_gov_per_cx_flipped","Metric","N/A","","mean","20.327132","2,497,231","20.395575","2,425,881","0.064835","[-0.004121, +0.13379]","0.003190","[-0.0203%, +0.6582%]","0.065352","-","0.375166","0.001219","0.024389","20.357052","2,426,762","0.029053","[-0.038241, +0.096348]","0.001429","[-0.1881%, +0.474%]","0.397453","-","0.375166","0.000546","0.010930"
"o_2_subtotal_flipped","Metric","N/A","","mean","14.035096","420,955","14.081460","410,270","0.047580","[-0.010283, +0.105442]","0.003390","[-0.0733%, +0.7513%]","0.107040","-","0.366812","0.001275","0.017464","14.042164","410,521","0.009214","[-0.047089, +0.065516]","0.000656","[-0.3355%, +0.4668%]","0.748410","-","0.366812","0.000247","0.003382"
"order_inflation_rate","Metric","N/A","","mean","0.190358","1,627,381","0.190493","1,581,415","0.000129","[-0.000033, +0.000292]","0.000679","[-0.0176%, +0.1533%]","0.119517","-","0.213756","0.000150","0.000028","0.190485","1,582,295","0.000125","[-0.000037, +0.000287]","0.000657","[-0.0196%, +0.1509%]","0.131380","-","0.213756","0.000145","0.000027"
"order_rate_per_entity_7d","Metric","N/A","","mean","2.007091","2,406,303","2.012387","2,337,632","0.002823","[-0.001055, +0.0067]","0.001406","[-0.0526%, +0.3338%]","0.153705","-","0.120500","0.000169","0.000644","2.011621","2,338,791","0.003148","[-0.00072, +0.007016]","0.001568","[-0.0359%, +0.3496%]","0.110688","-","0.120500","0.000189","0.000718"
"ox_subtotal_combined","Metric","N/A","","mean","28.065164","1,657,212","28.098109","1,610,255","0.027283","[-0.019163, +0.073728]","0.000972","[-0.0683%, +0.2627%]","0.249607","-","0.195894","0.000182","0.005353","28.048931","1,611,513","-0.002393","[-0.041491, +0.036705]","-0.000085","[-0.1478%, +0.1308%]","0.904516","-","0.195894","-0.000016","-0.000469"
"smb_rx_filtered_core_volume","Metric","N/A","","mean","0.372105","1,751,423","0.371791","1,702,120","-0.000520","[-0.001295, +0.000255]","-0.001398","[-0.3479%, +0.0684%]","0.188209","-","0.213962","-0.000280","-0.000111","0.371471","1,702,549","-0.000693","[-0.001466, +0.000081]","-0.001862","[-0.394%, +0.0216%]","0.079104","-","0.213962","-0.000374","-0.000148"
"variable_profit_per_order","Metric","N/A","","mean","2.911463","2,482,811","2.909127","2,412,172","-0.005959","[-0.017561, +0.005642]","-0.002047","[-0.6032%, +0.1938%]","0.314017","-","0.226272","-0.000439","-0.001350","2.911557","2,412,807","-0.001276","[-0.012566, +0.010015]","-0.000438","[-0.4316%, +0.344%]","0.824743","-","0.226272","-0.000094","-0.000289"
"vol_from_over_25","Metric","N/A","","mean","0.170556","1,933,956","0.170615","1,878,238","-0.000035","[-0.00054, +0.00047]","-0.000204","[-0.3165%, +0.2758%]","0.892718","-","0.212976","-0.000047","-0.000007","0.171183","1,879,349","0.000552","[+0.000046, +0.001058]","0.003237","[+0.0272%, +0.6202%]","0.032383","Significant","0.212976","0.000738","0.000118"
