"Metric Name","Type","Parent Metric","Experiment Group","Aggregate Func","control Value","control Exposure Volume","treatment1  Value","treatment1  Exposure Volume","treatment1  Absolute Impact","treatment1  Absolute Impact Confidence Interval","treatment1  Relative Impact","treatment1  Relative Impact Confidence Interval","treatment1  P Value","treatment1  Significance","treatment1  Coverage","treatment1  Relative Global Lift","treatment1  Absolute Global Lift","treatment2 Value","treatment2 Exposure Volume","treatment2 Absolute Impact","treatment2 Absolute Impact Confidence Interval","treatment2 Relative Impact","treatment2 Relative Impact Confidence Interval","treatment2 P Value","treatment2 Significance","treatment2 Coverage","treatment2 Relative Global Lift","treatment2 Absolute Global Lift"
"is_fsg_power_user_1","Dimension","cng_pre_inflated_subtotal_full_sku_groc_excl_dbd","","mean","57.218189","68,607","57.103668","70,573","-0.035092","[-0.450579, +0.380395]","-0.000613","[-0.7875%, +0.6648%]","0.868519","-","0.109731","-0.000091","-0.003847","57.215429","69,101","-0.083431","[-0.50098, +0.334118]","-0.001458","[-0.8756%, +0.5839%]","0.695337","-","0.109731","-0.000215","-0.009111"
"is_fsg_power_user_NULL","Dimension","cng_pre_inflated_subtotal_full_sku_groc_excl_dbd","","mean","39.635487","191","46.727931","223","7.092444","[-5.078054, +19.262942]","0.178942","[-12.8119%, +48.6002%]","0.253378","-","0.000185","0.000030","0.001275","42.310223","209","2.674737","[-7.421111, +12.770584]","0.067483","[-18.7234%, +32.2201%]","0.603578","-","0.000185","0.000013","0.000542"
"pre_inflation_subtotal_bucket_1. less than 20","Dimension","cng_pre_inflated_subtotal_full_sku_groc_excl_dbd","","mean","12.170536","152,593","12.189190","158,468","0.018653","[-0.014187, +0.051494]","0.001533","[-0.1166%, +0.4231%]","0.265598","-","0.123360","0.000054","0.002299","12.163700","153,980","-0.006813","[-0.039798, +0.026172]","-0.000560","[-0.327%, +0.215%]","0.685611","-","0.123360","-0.000020","-0.000840"
"pre_inflation_subtotal_bucket_2. 20 to 34","Dimension","cng_pre_inflated_subtotal_full_sku_groc_excl_dbd","","mean","27.183262","129,075","27.181970","132,781","-0.001396","[-0.032395, +0.029603]","-0.000051","[-0.1192%, +0.1089%]","0.929678","-","0.100340","-0.000003","-0.000140","27.175498","129,568","-0.007857","[-0.039062, +0.023348]","-0.000289","[-0.1437%, +0.0859%]","0.621668","-","0.100340","-0.000019","-0.000789"
"pre_inflation_subtotal_bucket_3. 35 to 49","Dimension","cng_pre_inflated_subtotal_full_sku_groc_excl_dbd","","mean","41.740709","87,441","41.733293","89,715","-0.007654","[-0.045708, +0.0304]","-0.000183","[-0.1095%, +0.0728%]","0.693421","-","0.065136","-0.000012","-0.000499","41.755556","87,542","0.014720","[-0.023586, +0.053026]","0.000353","[-0.0565%, +0.127%]","0.451354","-","0.065136","0.000023","0.000959"
"pre_inflation_subtotal_bucket_4. 50 to 74","Dimension","cng_pre_inflated_subtotal_full_sku_groc_excl_dbd","","mean","60.775696","76,151","60.743074","78,428","-0.032124","[-0.09839, +0.034141]","-0.000529","[-0.1619%, +0.0562%]","0.342037","-","0.057000","-0.000043","-0.001830","60.774013","75,509","-0.001869","[-0.068733, +0.064995]","-0.000031","[-0.1131%, +0.1069%]","0.956312","-","0.057000","-0.000003","-0.000107"
"pre_inflation_subtotal_bucket_5. 75 or more","Dimension","cng_pre_inflated_subtotal_full_sku_groc_excl_dbd","","mean","121.002683","67,864","121.010982","69,581","0.016639","[-0.588239, +0.621518]","0.000138","[-0.4861%, +0.5136%]","0.957002","-","0.053692","0.000021","0.000895","120.977302","67,748","-0.041757","[-0.615276, +0.531762]","-0.000345","[-0.5085%, +0.4395%]","0.886526","-","0.053692","-0.000053","-0.002239"
"pre_inflation_subtotal_bucket_NULL","Dimension","cng_pre_inflated_subtotal_full_sku_groc_excl_dbd","","mean","44.891765","17","40.416929","11","-4.474835","[-33.086844, +24.137173]","-0.099681","[-73.7036%, +53.7675%]","0.759199","-","0.000009","-0.000001","-0.000050","38.730667","15","-6.161098","[-28.377234, +16.055038]","-0.137243","[-63.2126%, +35.7639%]","0.586753","-","0.000009","-0.000001","-0.000058"
"merchant_name_ALDI","Dimension","cng_pre_inflated_subtotal_full_sku_groc_excl_dbd","","mean","40.718696","51,875","40.359048","53,570","-0.382450","[-0.825826, +0.060927]","-0.009392","[-2.0281%, +0.1496%]","0.090906","-","0.041316","-0.000373","-0.015808","40.502776","52,424","-0.231345","[-0.675929, +0.213239]","-0.005682","[-1.66%, +0.5237%]","0.307780","-","0.041316","-0.000225","-0.009542"
"merchant_name_Albertsons","Dimension","cng_pre_inflated_subtotal_full_sku_groc_excl_dbd","","mean","42.697056","15,491","43.300958","15,891","0.512391","[-0.369108, +1.39389]","0.012001","[-0.8645%, +3.2646%]","0.254590","-","0.013501","0.000163","0.006919","42.691250","15,574","0.030969","[-0.817087, +0.879024]","0.000725","[-1.9137%, +2.0587%]","0.942942","-","0.013501","0.000010","0.000420"
"merchant_name_Food Lion","Dimension","cng_pre_inflated_subtotal_full_sku_groc_excl_dbd","","mean","40.190310","29,119","40.301910","29,820","0.078829","[-0.511212, +0.668869]","0.001961","[-1.272%, +1.6643%]","0.793438","-","0.029156","0.000054","0.002298","40.182514","29,118","-0.053278","[-0.648854, +0.542298]","-0.001326","[-1.6145%, +1.3493%]","0.860819","-","0.029156","-0.000036","-0.001545"
"merchant_name_Hy-Vee Grocery","Dimension","cng_pre_inflated_subtotal_full_sku_groc_excl_dbd","","mean","45.422104","10,989","45.160480","11,049","-0.272067","[-1.329772, +0.785639]","-0.005990","[-2.9276%, +1.7296%]","0.614157","-","0.010139","-0.000065","-0.002769","44.414317","10,697","-1.036303","[-2.089547, +0.01694]","-0.022815","[-4.6003%, +0.0373%]","0.053800","-","0.010139","-0.000245","-0.010402"
"merchant_name_Safeway","Dimension","cng_pre_inflated_subtotal_full_sku_groc_excl_dbd","","mean","43.735667","42,773","43.672956","44,363","-0.095455","[-0.59895, +0.40804]","-0.002183","[-1.3695%, +0.933%]","0.710206","-","0.038602","-0.000086","-0.003666","43.865796","42,583","0.063387","[-0.45024, +0.577014]","0.001449","[-1.0295%, +1.3193%]","0.808873","-","0.038602","0.000058","0.002442"
"merchant_name_Sprouts Farmers Market","Dimension","cng_pre_inflated_subtotal_full_sku_groc_excl_dbd","","mean","55.498275","14,892","55.188085","14,977","-0.138769","[-1.199846, +0.922308]","-0.002500","[-2.162%, +1.6619%]","0.797698","-","0.011891","-0.000039","-0.001658","55.434249","14,636","-0.091777","[-1.149382, +0.965828]","-0.001654","[-2.071%, +1.7403%]","0.864945","-","0.011891","-0.000026","-0.001094"
"merchant_name_Stop & Shop","Dimension","cng_pre_inflated_subtotal_full_sku_groc_excl_dbd","","mean","47.251482","12,861","46.849030","13,343","-0.514441","[-1.555832, +0.526949]","-0.010887","[-3.2927%, +1.1152%]","0.332939","-","0.011155","-0.000136","-0.005768","47.140793","12,931","-0.170362","[-1.228937, +0.888213]","-0.003605","[-2.6008%, +1.8798%]","0.752437","-","0.011155","-0.000045","-0.001911"
"merchant_name_Target","Dimension","cng_pre_inflated_subtotal_full_sku_groc_excl_dbd","","mean","37.084692","80,881","36.959521","83,949","-0.115477","[-0.531873, +0.300919]","-0.003114","[-1.4342%, +0.8114%]","0.586753","-","0.063992","-0.000174","-0.007396","36.838688","81,916","-0.267976","[-0.646127, +0.110175]","-0.007226","[-1.7423%, +0.2971%]","0.164855","-","0.063992","-0.000405","-0.017190"
"merchant_name_Winn-Dixie","Dimension","cng_pre_inflated_subtotal_full_sku_groc_excl_dbd","","mean","43.147862","7,629","42.864975","8,011","-0.304603","[-1.569996, +0.960789]","-0.007060","[-3.6386%, +2.2267%]","0.637070","-","0.006570","-0.000047","-0.002011","42.587357","7,650","-0.355588","[-1.631109, +0.919932]","-0.008241","[-3.7803%, +2.132%]","0.584793","-","0.006570","-0.000054","-0.002300"
"consumer_country_Australia","Dimension","cng_pre_inflated_subtotal_full_sku_groc_excl_dbd","","mean","34.909171","8,478","34.449751","8,876","-0.508124","[-1.273467, +0.25722]","-0.014556","[-3.6479%, +0.7368%]","0.193173","-","0.009231","-0.000112","-0.004762","34.876208","8,669","-0.037747","[-0.809245, +0.733752]","-0.001081","[-2.3181%, +2.1019%]","0.923605","-","0.009231","-0.000008","-0.000357"
"consumer_country_Canada","Dimension","cng_pre_inflated_subtotal_full_sku_groc_excl_dbd","","mean","48.064192","8,506","47.133321","8,714","-0.851828","[-1.965669, +0.262013]","-0.017723","[-4.0897%, +0.5451%]","0.133896","-","0.007954","-0.000159","-0.006761","47.045169","8,448","-1.014931","[-2.140551, +0.110689]","-0.021116","[-4.4535%, +0.2303%]","0.077190","-","0.007954","-0.000190","-0.008043"
"consumer_country_NULL","Dimension","cng_pre_inflated_subtotal_full_sku_groc_excl_dbd","","mean","37.877991","219","44.018469","244","6.140478","[-4.941455, +17.222412]","0.162112","[-13.0457%, +45.4681%]","0.277474","-","0.000209","0.000030","0.001270","42.332882","245","4.454891","[-4.714789, +13.624571]","0.117612","[-12.4473%, +35.9696%]","0.340992","-","0.000209","0.000024","0.001011"
"consumer_country_US","Dimension","cng_pre_inflated_subtotal_full_sku_groc_excl_dbd","","mean","42.467350","388,555","42.396365","400,337","-0.070604","[-0.250007, +0.108799]","-0.001663","[-0.5887%, +0.2562%]","0.440503","-","0.381981","-0.000636","-0.026977","42.341763","389,756","-0.118002","[-0.2945, +0.058496]","-0.002779","[-0.6935%, +0.1377%]","0.190065","-","0.381981","-0.001061","-0.045037"
"consumer_country_Unknown","Dimension","cng_pre_inflated_subtotal_full_sku_groc_excl_dbd","","mean","51.351023","197","48.926926","201","-1.158786","[-12.261077, +9.943505]","-0.022566","[-23.877%, +19.3638%]","0.837909","-","0.000196","-0.000006","-0.000260","45.390388","190","-4.742055","[-15.444753, +5.960643]","-0.092346","[-30.0768%, +11.6076%]","0.385174","-","0.000196","-0.000025","-0.001075"
"consumer_is_dashpass_0 x is_new_grocery_user_0","Dimension","cng_pre_inflated_subtotal_full_sku_groc_excl_dbd","","mean","37.826089","115,293","37.782307","118,843","-0.037935","[-0.361227, +0.285358]","-0.001003","[-0.955%, +0.7544%]","0.818108","-","0.107048","-0.000096","-0.004073","37.580172","115,321","-0.244984","[-0.553647, +0.063679]","-0.006477","[-1.4637%, +0.1683%]","0.119800","-","0.107048","-0.000620","-0.026307"
"consumer_is_dashpass_0 x is_new_grocery_user_1","Dimension","cng_pre_inflated_subtotal_full_sku_groc_excl_dbd","","mean","31.550224","40,334","31.342399","41,688","-0.209901","[-0.74487, +0.325069]","-0.006653","[-2.3609%, +1.0303%]","0.441887","-","0.029858","-0.000148","-0.006284","31.371505","40,274","-0.184288","[-0.69383, +0.325253]","-0.005841","[-2.1991%, +1.0309%]","0.478406","-","0.029858","-0.000130","-0.005515"
"consumer_is_dashpass_1 x is_new_grocery_user_0","Dimension","cng_pre_inflated_subtotal_full_sku_groc_excl_dbd","","mean","46.211369","229,820","46.075820","236,695","-0.135458","[-0.365376, +0.09446]","-0.002931","[-0.7907%, +0.2044%]","0.248201","-","0.247200","-0.000789","-0.033487","46.115864","230,840","-0.083833","[-0.313069, +0.145403]","-0.001814","[-0.6775%, +0.3146%]","0.473516","-","0.247200","-0.000487","-0.020674"
"consumer_is_dashpass_1 x is_new_grocery_user_1","Dimension","cng_pre_inflated_subtotal_full_sku_groc_excl_dbd","","mean","34.235434","20,307","34.665319","20,919","0.443611","[-0.220942, +1.108165]","0.012958","[-0.6454%, +3.2369%]","0.190758","-","0.015257","0.000159","0.006742","34.082927","20,657","-0.145557","[-0.809285, +0.518171]","-0.004252","[-2.3639%, +1.5136%]","0.667323","-","0.015257","-0.000052","-0.002225"
"consumer_is_dashpass_0 x is_fsg_power_user_0","Dimension","cng_pre_inflated_subtotal_full_sku_groc_excl_dbd","","mean","33.024107","141,489","32.990742","145,836","-0.031107","[-0.297196, +0.234981]","-0.000942","[-0.8999%, +0.7115%]","0.818767","-","0.115792","-0.000085","-0.003611","32.852763","141,316","-0.175556","[-0.422087, +0.070975]","-0.005316","[-1.2781%, +0.2149%]","0.162804","-","0.115792","-0.000480","-0.020366"
"consumer_is_dashpass_0 x is_fsg_power_user_1","Dimension","cng_pre_inflated_subtotal_full_sku_groc_excl_dbd","","mean","55.361581","14,134","54.882801","14,691","-0.466743","[-1.48498, +0.551495]","-0.008431","[-2.6823%, +0.9962%]","0.368965","-","0.021169","-0.000233","-0.009894","54.551222","14,274","-0.845295","[-1.866038, +0.175448]","-0.015269","[-3.3706%, +0.3169%]","0.104572","-","0.021169","-0.000424","-0.017995"
"consumer_is_dashpass_1 x is_fsg_power_user_0","Dimension","cng_pre_inflated_subtotal_full_sku_groc_excl_dbd","","mean","39.327050","195,654","39.234379","201,730","-0.089851","[-0.303486, +0.123785]","-0.002285","[-0.7717%, +0.3148%]","0.409758","-","0.173890","-0.000369","-0.015642","39.095527","196,670","-0.226982","[-0.436653, -0.017311]","-0.005772","[-1.1103%, -0.044%]","0.033856","Significant","0.173890","-0.000929","-0.039439"
"consumer_is_dashpass_1 x is_fsg_power_user_1","Dimension","cng_pre_inflated_subtotal_full_sku_groc_excl_dbd","","mean","57.659529","54,473","57.640138","55,882","-0.022391","[-0.515348, +0.470566]","-0.000388","[-0.8938%, +0.8161%]","0.929061","-","0.088552","-0.000047","-0.001980","57.857384","54,826","0.195970","[-0.298244, +0.690183]","0.003399","[-0.5172%, +1.197%]","0.437051","-","0.088552","0.000406","0.017228"
"cng_spend_per_cx","Metric","N/A","","mean","10.274576","5,508,685","10.293778","5,676,380","0.017515","[-0.024684, +0.059715]","0.001705","[-0.2402%, +0.5812%]","0.415927","-","0.391476","0.000667","0.041633","10.292113","5,507,000","0.004123","[-0.037809, +0.046055]","0.000401","[-0.368%, +0.4482%]","0.847187","-","0.391476","0.000157","0.009800"
"cng_business_line_1P Convenience","Dimension","cng_spend_per_cx","","mean","0.788330","5,508,685","0.787280","5,676,380","-0.002110","[-0.009971, +0.005752]","-0.002676","[-1.2649%, +0.7296%]","0.598909","-","0.030030","-0.000080","-0.005015","0.783758","5,507,000","-0.004601","[-0.012559, +0.003356]","-0.005837","[-1.5931%, +0.4257%]","0.257080","-","0.030030","-0.000175","-0.010937"
"cng_business_line_3P Convenience","Dimension","cng_spend_per_cx","","mean","2.825840","5,508,685","2.832659","5,676,380","0.010069","[-0.003305, +0.023442]","0.003563","[-0.1169%, +0.8296%]","0.140041","-","0.107646","0.000384","0.023932","2.832115","5,507,000","0.006937","[-0.00643, +0.020305]","0.002455","[-0.2275%, +0.7185%]","0.309066","-","0.107646","0.000264","0.016490"
"cng_business_line_Alcohol","Dimension","cng_spend_per_cx","","mean","0.960022","5,508,685","0.975333","5,676,380","0.012190","[+0.000313, +0.024068]","0.012698","[+0.0326%, +2.507%]","0.044268","Significant","0.036571","0.000464","0.028976","0.967491","5,507,000","0.005343","[-0.006603, +0.01729]","0.005566","[-0.6878%, +1.801%]","0.380667","-","0.036571","0.000204","0.012701"
"cng_business_line_Grocery","Dimension","cng_spend_per_cx","","mean","4.771488","5,508,685","4.761211","5,676,380","-0.011366","[-0.038196, +0.015464]","-0.002382","[-0.8005%, +0.3241%]","0.406380","-","0.181763","-0.000433","-0.027016","4.769766","5,507,000","-0.017813","[-0.044359, +0.008732]","-0.003733","[-0.9297%, +0.183%]","0.188435","-","0.181763","-0.000679","-0.042341"
"cng_business_line_Pets","Dimension","cng_spend_per_cx","","mean","0.243673","5,508,685","0.244658","5,676,380","-0.000958","[-0.006075, +0.004158]","-0.003933","[-2.493%, +1.7065%]","0.713539","-","0.009282","-0.000037","-0.002278","0.244722","5,507,000","-0.000840","[-0.005981, +0.0043]","-0.003449","[-2.4544%, +1.7646%]","0.748622","-","0.009282","-0.000032","-0.001998"
"is_new_nv_user_0","Dimension","cng_spend_per_cx","","mean","14.650518","3,655,780","14.677091","3,766,604","0.026730","[-0.03631, +0.089769]","0.001824","[-0.2478%, +0.6127%]","0.405944","-","0.370435","0.000676","0.042162","14.675561","3,654,769","0.019485","[-0.0432, +0.08217]","0.001330","[-0.2949%, +0.5609%]","0.542365","-","0.370435","0.000493","0.030735"
"is_new_nv_user_1","Dimension","cng_spend_per_cx","","mean","1.639986","1,835,355","1.648772","1,891,590","0.008801","[-0.022448, +0.040051]","0.005367","[-1.3688%, +2.4422%]","0.580930","-","0.020819","0.000112","0.006970","1.642780","1,834,527","0.002815","[-0.028027, +0.033657]","0.001717","[-1.709%, +2.0523%]","0.858012","-","0.020819","0.000036","0.002230"
"is_new_nv_user_NULL","Dimension","cng_spend_per_cx","","mean","1.730960","17,550","1.638794","18,186","-0.092166","[-0.507678, +0.323346]","-0.053246","[-29.3292%, +18.6801%]","0.663747","-","0.000211","-0.000011","-0.000701","1.647122","17,704","-0.083839","[-0.485693, +0.318016]","-0.048435","[-28.0592%, +18.3722%]","0.682609","-","0.000211","-0.000010","-0.000638"
"consumer_country_Australia","Dimension","cng_spend_per_cx","","mean","14.495208","48,195","14.736997","49,655","0.232193","[-0.276152, +0.740538]","0.016019","[-1.9051%, +5.1088%]","0.370660","-","0.004835","0.000077","0.004832","14.920528","48,288","0.466383","[-0.042519, +0.975284]","0.032175","[-0.2933%, +6.7283%]","0.072461","-","0.004835","0.000156","0.009705"
"consumer_country_Canada","Dimension","cng_spend_per_cx","","mean","12.217325","83,613","11.990459","86,763","-0.241920","[-0.601195, +0.117355]","-0.019801","[-4.9208%, +0.9606%]","0.186917","-","0.007077","-0.000140","-0.008743","12.062415","83,409","-0.170818","[-0.535277, +0.19364]","-0.013982","[-4.3813%, +1.585%]","0.358296","-","0.007077","-0.000099","-0.006173"
"consumer_country_NULL","Dimension","cng_spend_per_cx","","mean","1.816937","19,880","1.807503","20,438","-0.009434","[-0.408304, +0.389437]","-0.005192","[-22.4721%, +21.4337%]","0.963026","-","0.000250","-0.000001","-0.000081","1.820369","19,965","0.003432","[-0.381278, +0.388142]","0.001889","[-20.9846%, +21.3624%]","0.986050","-","0.000250","0.000000","0.000029"
"consumer_country_US","Dimension","cng_spend_per_cx","","mean","10.234736","5,354,872","10.255609","5,517,354","0.017830","[-0.030612, +0.066272]","0.001742","[-0.2991%, +0.6475%]","0.470653","-","0.379056","0.000660","0.041197","10.251787","5,353,151","0.017753","[-0.030441, +0.065947]","0.001735","[-0.2974%, +0.6443%]","0.470307","-","0.379056","0.000658","0.041018"
"consumer_country_Unknown","Dimension","cng_spend_per_cx","","mean","17.628198","2,125","17.758677","2,170","0.432779","[-3.571073, +4.43663]","0.024550","[-20.2577%, +25.1678%]","0.832221","-","0.000261","0.000006","0.000399","16.627366","2,187","-0.156917","[-4.405256, +4.091422]","-0.008901","[-24.9898%, +23.2095%]","0.942289","-","0.000261","-0.000002","-0.000145"
"cng_subtotal","Metric","N/A","","mean","30.375031","1,032,824","30.412190","1,063,645","0.036253","[-0.057469, +0.129975]","0.001194","[-0.1892%, +0.4279%]","0.448368","-","0.399644","0.000470","0.014502","30.375474","1,033,021","-0.000520","[-0.092951, +0.091911]","-0.000017","[-0.306%, +0.3026%]","0.991207","-","0.399644","-0.000007","-0.000208"
"consumer_country_Australia","Dimension","cng_subtotal","","mean","26.734133","13,383","26.953779","13,854","0.207584","[-0.361507, +0.776675]","0.007765","[-1.3522%, +2.9052%]","0.474656","-","0.005474","0.000037","0.001140","26.977804","13,653","0.301535","[-0.258702, +0.861771]","0.011279","[-0.9677%, +3.2235%]","0.291469","-","0.005474","0.000054","0.001654"
"consumer_country_Canada","Dimension","cng_subtotal","","mean","29.452067","18,937","29.211029","19,558","-0.259396","[-0.809697, +0.290904]","-0.008807","[-2.7492%, +0.9877%]","0.355553","-","0.007174","-0.000060","-0.001846","29.132963","18,904","-0.288681","[-0.852991, +0.275629]","-0.009802","[-2.8962%, +0.9359%]","0.316030","-","0.007174","-0.000067","-0.002061"
"consumer_country_NULL","Dimension","cng_subtotal","","mean","24.547048","784","28.237711","790","3.690663","[-0.947951, +8.329278]","0.150351","[-3.8618%, +33.9319%]","0.118896","-","0.000269","0.000030","0.000929","25.846108","769","1.299060","[-2.702625, +5.300745]","0.052921","[-11.01%, +21.5942%]","0.524607","-","0.000269","0.000011","0.000347"
"consumer_country_US","Dimension","cng_subtotal","","mean","30.443309","999,269","30.481554","1,029,006","0.036068","[-0.059218, +0.131353]","0.001185","[-0.1945%, +0.4315%]","0.458154","-","0.386524","0.000452","0.013956","30.447829","999,238","0.007093","[-0.086824, +0.10101]","0.000233","[-0.2852%, +0.3318%]","0.882326","-","0.386524","0.000089","0.002743"
"consumer_country_Unknown","Dimension","cng_subtotal","","mean","37.952416","451","36.353882","437","-1.446702","[-7.774859, +4.881455]","-0.038119","[-20.4858%, +12.862%]","0.654100","-","0.000205","-0.000010","-0.000303","34.610339","457","-3.101358","[-10.390541, +4.187825]","-0.081717","[-27.3778%, +11.0344%]","0.404330","-","0.000205","-0.000021","-0.000648"
"cng_business_line_1P Convenience","Dimension","cng_subtotal","","mean","25.764385","120,529","25.768062","123,734","-0.003114","[-0.167103, +0.160876]","-0.000121","[-0.6486%, +0.6244%]","0.970316","-","0.035169","-0.000004","-0.000110","25.727572","119,643","-0.045941","[-0.212674, +0.120791]","-0.001783","[-0.8255%, +0.4688%]","0.589165","-","0.035169","-0.000052","-0.001620"
"cng_business_line_3P Convenience","Dimension","cng_subtotal","","mean","18.755746","528,977","18.816189","545,470","0.063986","[+0.008974, +0.118997]","0.003412","[+0.0478%, +0.6345%]","0.022625","Significant","0.170940","0.000354","0.010927","18.785367","529,868","0.033511","[-0.021495, +0.088516]","0.001787","[-0.1146%, +0.4719%]","0.232453","-","0.170940","0.000185","0.005723"
"cng_business_line_Alcohol","Dimension","cng_subtotal","","mean","29.837542","97,449","29.958319","101,107","0.120715","[-0.174758, +0.416188]","0.004046","[-0.5857%, +1.3948%]","0.423283","-","0.036481","0.000143","0.004430","29.963297","97,262","0.125730","[-0.169538, +0.420998]","0.004214","[-0.5682%, +1.411%]","0.403952","-","0.036481","0.000149","0.004609"
"cng_business_line_Grocery","Dimension","cng_subtotal","","mean","43.524171","428,377","43.392672","441,843","-0.137835","[-0.314792, +0.039122]","-0.003167","[-0.7233%, +0.0899%]","0.126848","-","0.136085","-0.000608","-0.018765","43.373963","429,836","-0.175764","[-0.3494, -0.002128]","-0.004038","[-0.8028%, -0.0049%]","0.047257","Significant","0.136085","-0.000774","-0.023907"
"cng_business_line_Pets","Dimension","cng_subtotal","","mean","41.400198","28,114","41.727032","28,845","0.219801","[-0.361545, +0.801148]","0.005309","[-0.8733%, +1.9351%]","0.458668","-","0.006743","0.000048","0.001481","41.297403","28,151","-0.204833","[-0.787371, +0.377706]","-0.004948","[-1.9019%, +0.9123%]","0.490720","-","0.006743","-0.000045","-0.001386"
"cng_subtotal_order_received","Metric","N/A","","mean","29.715599","1,047,357","29.766332","1,078,681","0.050145","[-0.044842, +0.145132]","0.001687","[-0.1509%, +0.4884%]","0.300816","-","0.398288","0.000662","0.019987","29.723310","1,047,783","0.007095","[-0.085305, +0.099495]","0.000239","[-0.2871%, +0.3348%]","0.880372","-","0.398288","0.000094","0.002827"
"cng_business_line_1P Convenience","Dimension","cng_subtotal_order_received","","mean","25.540302","121,786","25.537044","125,041","-0.011103","[-0.175228, +0.153023]","-0.000435","[-0.6861%, +0.5991%]","0.894521","-","0.034440","-0.000013","-0.000383","25.502964","120,895","-0.047334","[-0.214212, +0.119544]","-0.001853","[-0.8387%, +0.4681%]","0.578256","-","0.034440","-0.000054","-0.001634"
"cng_business_line_3P Convenience","Dimension","cng_subtotal_order_received","","mean","18.385693","538,643","18.453912","555,414","0.072363","[+0.016782, +0.127943]","0.003936","[+0.0913%, +0.6959%]","0.010718","Significant","0.170538","0.000408","0.012326","18.414421","539,742","0.032339","[-0.023128, +0.087806]","0.001759","[-0.1258%, +0.4776%]","0.253157","-","0.170538","0.000182","0.005509"
"cng_business_line_Active & Office","Dimension","cng_subtotal_order_received","","mean","67.265448","14,767","69.382393","15,176","1.984829","[-1.906852, +5.87651]","0.029507","[-2.8348%, +8.7363%]","0.317496","-","0.003450","0.000226","0.006838","70.138455","14,824","2.691955","[-1.096962, +6.480872]","0.040020","[-1.6308%, +9.6348%]","0.163766","-","0.003450","0.000307","0.009275"
"cng_business_line_Alcohol","Dimension","cng_subtotal_order_received","","mean","29.405157","99,599","29.531561","103,382","0.126222","[-0.168542, +0.420986]","0.004293","[-0.5732%, +1.4317%]","0.401310","-","0.036485","0.000153","0.004631","29.570091","99,467","0.164922","[-0.12896, +0.458803]","0.005609","[-0.4386%, +1.5603%]","0.271375","-","0.036485","0.000200","0.006044"
"cng_business_line_Cannabis & Hemp","Dimension","cng_subtotal_order_received","","mean","43.965438","246","41.884317","264","-3.013414","[-9.380379, +3.353551]","-0.068541","[-21.3358%, +7.6277%]","0.353600","-","0.000065","-0.000007","-0.000198","44.592287","224","0.587413","[-6.785905, +7.960731]","0.013361","[-15.4346%, +18.1068%]","0.875919","-","0.000065","0.000001","0.000039"
"cng_business_line_Flowers","Dimension","cng_subtotal_order_received","","mean","52.472034","23,141","53.423784","23,710","0.978142","[+0.242182, +1.714103]","0.018641","[+0.4615%, +3.2667%]","0.009189","Significant","0.005214","0.000169","0.005114","52.970134","22,944","0.551640","[-0.18938, +1.292659]","0.010513","[-0.3609%, +2.4635%]","0.144548","-","0.005214","0.000096","0.002889"
"cng_business_line_Grocery","Dimension","cng_subtotal_order_received","","mean","42.556783","436,365","42.441599","450,154","-0.119556","[-0.300889, +0.061778]","-0.002809","[-0.707%, +0.1452%]","0.196277","-","0.135324","-0.000536","-0.016181","42.419723","437,786","-0.160336","[-0.334212, +0.01354]","-0.003768","[-0.7853%, +0.0318%]","0.070709","-","0.135324","-0.000718","-0.021687"
"cng_business_line_Home & Wellness","Dimension","cng_subtotal_order_received","","mean","35.843008","41,307","36.362334","42,389","0.432333","[-0.178326, +1.042992]","0.012062","[-0.4975%, +2.9099%]","0.165256","-","0.010126","0.000145","0.004394","35.765986","41,245","-0.171115","[-0.770363, +0.428134]","-0.004774","[-2.1493%, +1.1945%]","0.575708","-","0.010126","-0.000057","-0.001736"
"cng_business_line_Packages","Dimension","cng_subtotal_order_received","","mean","0.000000","406","0.000000","421","0.000000","[0, 0]","","[]","1.000000","-","0.000123","0.000000","0.000000","0.000000","434","0.000000","[0, 0]","","[]","1.000000","-","0.000123","0.000000","0.000000"
"cng_business_line_Pets","Dimension","cng_subtotal_order_received","","mean","40.958240","28,459","41.123882","29,191","0.053575","[-0.570517, +0.677668]","0.001308","[-1.3929%, +1.6545%]","0.866383","-","0.006669","0.000012","0.000358","40.722774","28,473","-0.352152","[-0.976042, +0.271738]","-0.008598","[-2.383%, +0.6635%]","0.268599","-","0.006669","-0.000078","-0.002360"
"cng_business_line_Pharmacy","Dimension","cng_subtotal_order_received","","mean","25.581914","327","24.638497","342","-1.091181","[-4.178484, +1.996122]","-0.042654","[-16.3337%, +7.8029%]","0.488477","-","0.000077","-0.000003","-0.000085","23.770098","348","-1.651306","[-4.552118, +1.249506]","-0.064550","[-17.7943%, +4.8843%]","0.264541","-","0.000077","-0.000004","-0.000125"
"consumer_is_dashpass_0","Dimension","cng_subtotal_order_received","","mean","25.879399","442,754","25.911893","455,822","0.037187","[-0.115534, +0.189907]","0.001437","[-0.4464%, +0.7338%]","0.633192","-","0.142312","0.000175","0.005293","25.875511","442,837","-0.007043","[-0.156154, +0.142069]","-0.000272","[-0.6034%, +0.549%]","0.926244","-","0.142312","-0.000033","-0.001002"
