"Metric Name","Type","Parent Metric","Experiment Group","Aggregate Func","control Value","control Exposure Volume","treatment1 Value","treatment1 Exposure Volume","treatment1 Absolute Impact","treatment1 Absolute Impact Confidence Interval","treatment1 Relative Impact","treatment1 Relative Impact Confidence Interval","treatment1 P Value","treatment1 Significance","treatment1 Coverage","treatment1 Relative Global Lift","treatment1 Absolute Global Lift","treatment2 Value","treatment2 Exposure Volume","treatment2 Absolute Impact","treatment2 Absolute Impact Confidence Interval","treatment2 Relative Impact","treatment2 Relative Impact Confidence Interval","treatment2 P Value","treatment2 Significance","treatment2 Coverage","treatment2 Relative Global Lift","treatment2 Absolute Global Lift"
"dbd_bundle_type_pre_checkout","Dimension","dbd_avg_o2_nd","","mean","0.003387","439,343","0.003359","426,841","-0.000028","[-0.000224, +0.000169]","-0.008211","[-6.6179%, +4.9757%]","0.781289","-","0.257984","-0.002116","-0.000007","0.003240","426,291","-0.000147","[-0.000342, +0.000048]","-0.043403","[-10.088%, +1.4075%]","0.138869","-","0.257984","-0.011174","-0.000038"
"dbd_delivery_platform_android","Dimension","dbd_avg_o2_nd","","mean","0.003391","308,380","0.003313","299,324","-0.000079","[-0.000295, +0.000138]","-0.023232","[-8.7074%, +4.061%]","0.475707","-","0.209387","-0.004875","-0.000017","0.003235","299,806","-0.000157","[-0.000372, +0.000059]","-0.046159","[-10.9812%, +1.7494%]","0.155228","-","0.209387","-0.009677","-0.000033"
"dbd_delivery_platform_desktop","Dimension","dbd_avg_o2_nd","","mean","0.003307","43,520","0.003159","41,290","-0.000148","[-0.000749, +0.000454]","-0.044736","[-22.6616%, +13.7145%]","0.629752","-","0.025855","-0.001135","-0.000004","0.003103","41,270","-0.000204","[-0.0008, +0.000393]","-0.061596","[-24.1968%, +11.8776%]","0.503294","-","0.025855","-0.001576","-0.000005"
"dbd_delivery_platform_ios","Dimension","dbd_avg_o2_nd","","mean","0.003395","1,148,433","0.003408","1,118,252","0.000013","[-0.000106, +0.000132]","0.003777","[-3.1259%, +3.8812%]","0.832678","-","0.702211","0.002657","0.000009","0.003428","1,117,969","0.000033","[-0.000087, +0.000152]","0.009588","[-2.5493%, +4.467%]","0.592177","-","0.702211","0.006747","0.000023"
"dbd_avg_o2_package","Metric","N/A","","mean","0.695231","1,836,548","0.694734","1,783,508","-0.000467","[-0.001296, +0.000361]","-0.000672","[-0.1863%, +0.052%]","0.269251","-","0.953083","-0.000643","-0.000445","0.695157","1,785,530","-0.000096","[-0.000924, +0.000732]","-0.000138","[-0.1329%, +0.1053%]","0.820115","-","0.953083","-0.000132","-0.000092"
"dbd_delivery_platform_android","Dimension","dbd_avg_o2_package","","mean","0.683996","308,377","0.682996","299,324","-0.000998","[-0.003035, +0.001039]","-0.001459","[-0.4437%, +0.1519%]","0.336958","-","0.209386","-0.000304","-0.000209","0.683653","299,805","-0.000314","[-0.002348, +0.001719]","-0.000459","[-0.3432%, +0.2514%]","0.762020","-","0.209386","-0.000096","-0.000066"
"dbd_delivery_platform_desktop","Dimension","dbd_avg_o2_package","","mean","0.728747","43,520","0.726526","41,290","-0.002847","[-0.00841, +0.002716]","-0.003906","[-1.154%, +0.3728%]","0.315902","-","0.025855","-0.000107","-0.000074","0.726467","41,271","-0.002681","[-0.008228, +0.002866]","-0.003679","[-1.1291%, +0.3933%]","0.343517","-","0.025855","-0.000102","-0.000070"
"dbd_delivery_platform_ios","Dimension","dbd_avg_o2_package","","mean","0.692142","1,148,429","0.691971","1,118,247","-0.000149","[-0.001208, +0.000911]","-0.000215","[-0.1746%, +0.1316%]","0.783520","-","0.702206","-0.000151","-0.000104","0.692558","1,117,965","0.000389","[-0.000671, +0.001448]","0.000561","[-0.0969%, +0.2092%]","0.472215","-","0.702206","0.000396","0.000273"
"dbd_bundle_type_post_checkout","Dimension","dbd_avg_o2_package","","mean","0.644170","1,205,404","0.643985","1,172,198","-0.000168","[-0.001257, +0.000921]","-0.000261","[-0.1951%, +0.143%]","0.762456","-","0.683373","-0.000167","-0.000115","0.644754","1,172,995","0.000574","[-0.000513, +0.001661]","0.000891","[-0.0797%, +0.2579%]","0.300682","-","0.683373","0.000570","0.000392"
"dbd_bundle_type_pre_checkout","Dimension","dbd_avg_o2_package","","mean","0.817645","439,342","0.816743","426,839","-0.000799","[-0.002329, +0.000731]","-0.000978","[-0.2849%, +0.0894%]","0.305851","-","0.257982","-0.000300","-0.000206","0.817185","426,289","-0.000677","[-0.002205, +0.000852]","-0.000828","[-0.2697%, +0.1042%]","0.385638","-","0.257982","-0.000253","-0.000174"
"dbd_user_type_new_dbd","Dimension","dbd_avg_o2_package","","mean","0.660076","284,075","0.659647","277,420","-0.000429","[-0.002902, +0.002044]","-0.000650","[-0.4397%, +0.3097%]","0.733836","-","0.105658","-0.000066","-0.000045","0.658662","276,824","-0.001414","[-0.003885, +0.001058]","-0.002142","[-0.5886%, +0.1602%]","0.262189","-","0.105658","-0.000217","-0.000149"
"dbd_user_type_returning_dbd","Dimension","dbd_avg_o2_package","","mean","0.695752","1,242,519","0.695344","1,207,344","-0.000389","[-0.001383, +0.000605]","-0.000559","[-0.1988%, +0.0869%]","0.442928","-","0.835547","-0.000472","-0.000325","0.696080","1,207,914","0.000313","[-0.000681, +0.001306]","0.000450","[-0.0978%, +0.1878%]","0.537019","-","0.835547","0.000380","0.000261"
"dbd_avg_o2_sdb","Metric","N/A","","mean","0.668294","1,870,494","0.667854","1,816,636","-0.000413","[-0.001254, +0.000429]","-0.000617","[-0.1877%, +0.0642%]","0.336550","-","0.953024","-0.000590","-0.000393","0.668407","1,818,800","0.000103","[-0.000739, +0.000946]","0.000155","[-0.1105%, +0.1415%]","0.809695","-","0.953024","0.000148","0.000099"
"dbd_user_type_new_dbd","Dimension","dbd_avg_o2_sdb","","mean","0.661192","292,281","0.661819","285,430","0.000630","[-0.001813, +0.003073]","0.000953","[-0.2742%, +0.4648%]","0.613224","-","0.106513","0.000100","0.000067","0.661177","284,744","-0.000014","[-0.002451, +0.002423]","-0.000021","[-0.3706%, +0.3665%]","0.991155","-","0.106513","-0.000002","-0.000001"
"dbd_user_type_returning_dbd","Dimension","dbd_avg_o2_sdb","","mean","0.674273","1,263,256","0.673487","1,227,573","-0.000782","[-0.00179, +0.000227]","-0.001159","[-0.2655%, +0.0337%]","0.128806","-","0.834640","-0.000974","-0.000652","0.674426","1,228,369","0.000163","[-0.000847, +0.001172]","0.000241","[-0.1256%, +0.1738%]","0.752200","-","0.834640","0.000203","0.000136"
