"Metric Name","Type","Parent Metric","Experiment Group","Aggregate Func","1200 Value","1200 Exposure Volume","600 Value","600 Exposure Volume","600 Absolute Impact","600 Absolute Impact Confidence Interval","600 Relative Impact","600 Relative Impact Confidence Interval","600 P Value","600 Significance","600 Coverage","600 Relative Global Lift","600 Absolute Global Lift","900 Value","900 Exposure Volume","900 Absolute Impact","900 Absolute Impact Confidence Interval","900 Relative Impact","900 Relative Impact Confidence Interval","900 P Value","900 Significance","900 Coverage","900 Relative Global Lift","900 Absolute Global Lift"
"cx_lifestage_Active","Dimension","consumers_mau","","mean","0.936540","9,411,749","0.936791","9,132,374","0.000241","[+0.000021, +0.000462]","0.000258","[+0.0022%, +0.0493%]","0.032098","Significant","0.529279","0.000136","0.000064","0.936690","9,134,507","0.000127","[-0.000094, +0.000348]","0.000136","[-0.01%, +0.0371%]","0.259586","-","0.529279","0.000072","0.000033"
"cx_lifestage_Churned","Dimension","consumers_mau","","mean","0.524825","554,526","0.521946","537,374","-0.002879","[-0.004753, -0.001005]","-0.005486","[-0.9056%, -0.1915%]","0.002601","Significant","0.017459","-0.000096","-0.000045","0.522773","537,333","-0.002052","[-0.003926, -0.000178]","-0.003910","[-0.748%, -0.034%]","0.031846","Significant","0.017459","-0.000068","-0.000032"
"cx_lifestage_Dormant","Dimension","consumers_mau","","mean","0.631543","1,637,576","0.631605","1,589,621","0.000138","[-0.000913, +0.001189]","0.000218","[-0.1446%, +0.1882%]","0.797363","-","0.062118","0.000014","0.000006","0.632309","1,590,057","0.000812","[-0.000238, +0.001863]","0.001286","[-0.0377%, +0.295%]","0.129646","-","0.062118","0.000080","0.000037"
"cx_lifestage_NULL","Dimension","consumers_mau","","mean","0.214450","432,847","0.216575","418,954","0.002125","[+0.000378, +0.003872]","0.009909","[+0.1764%, +1.8054%]","0.017102","Significant","0.005563","0.000055","0.000026","0.216157","418,654","0.001707","[-0.000039, +0.003453]","0.007960","[-0.0184%, +1.6103%]","0.055391","-","0.005563","0.000044","0.000021"
"cx_lifestage_New Cx","Dimension","consumers_mau","","mean","0.862512","405,045","0.863307","392,719","0.000795","[-0.000715, +0.002305]","0.000922","[-0.0829%, +0.2672%]","0.302001","-","0.020957","0.000019","0.000009","0.862561","392,246","0.000049","[-0.001463, +0.001561]","0.000057","[-0.1696%, +0.181%]","0.949350","-","0.020957","0.000000","0.000000"
"cx_lifestage_Non-Purchaser","Dimension","consumers_mau","","mean","0.343804","383,183","0.345242","370,036","0.001438","[-0.000709, +0.003585]","0.004183","[-0.2061%, +1.0427%]","0.189217","-","0.007885","0.000033","0.000015","0.345023","370,100","0.001219","[-0.000927, +0.003365]","0.003546","[-0.2698%, +0.9789%]","0.265672","-","0.007885","0.000028","0.000013"
"cx_lifestage_Resurrected","Dimension","consumers_mau","","mean","0.854751","757,065","0.855311","734,347","0.000560","[-0.00057, +0.00169]","0.000655","[-0.0667%, +0.1977%]","0.331477","-","0.038834","0.000025","0.000012","0.854701","733,734","-0.000050","[-0.001181, +0.001081]","-0.000059","[-0.1382%, +0.1265%]","0.930978","-","0.038834","-0.000002","-0.000001"
"cx_lifestage_Very Churned","Dimension","consumers_mau","","mean","0.451850","668,419","0.451877","649,316","0.000027","[-0.001673, +0.001727]","0.000060","[-0.3702%, +0.3821%]","0.975162","-","0.018137","0.000000","0.000000","0.450597","648,114","-0.001253","[-0.002953, +0.000447]","-0.002773","[-0.6536%, +0.099%]","0.148622","-","0.018137","-0.000050","-0.000023"
"cx_app_quality_action_load_latency_android","Metric","N/A","","mean","0.006798","2,258,060","0.006846","2,190,133","0.000047","[-0.00002, +0.000114]","0.006861","[-0.2999%, +1.6722%]","0.172621","-","0.902372","0.006105","0.000042","0.006879","2,189,680","0.000081","[+0.000011, +0.000152]","0.011952","[+0.1572%, +2.2332%]","0.024026","Significant","0.902372","0.010634","0.000073"
"action_dimension_cx_add_payment_method","Dimension","cx_app_quality_action_load_latency_android","","mean","0.704082","281","0.733607","232","0.029525","[-0.055132, +0.114182]","0.041934","[-7.8303%, +16.2171%]","0.494256","-","0.000005","0.000000","0.000000","0.703571","274","-0.001528","[-0.077443, +0.074386]","-0.002171","[-10.9991%, +10.5649%]","0.968525","-","0.000005","0.000000","0.000000"
"action_dimension_cx_add_to_cart","Dimension","cx_app_quality_action_load_latency_android","","mean","0.005161","2,154,333","0.005223","2,089,573","0.000062","[-0.000001, +0.000125]","0.012017","[-0.0205%, +2.424%]","0.053972","-","0.531733","0.004780","0.000033","0.005230","2,088,580","0.000069","[+0.000005, +0.000134]","0.013425","[+0.0981%, +2.5869%]","0.034473","Significant","0.531733","0.005338","0.000037"
"action_dimension_cx_create_address","Dimension","cx_app_quality_action_load_latency_android","","mean","0.025862","114","0.008000","123","-0.018199","[-0.051068, +0.014669]","-0.703705","[-197.4624%, +56.7214%]","0.277821","-","0.000002","0.000000","0.000000","0.026087","112","0.000234","[-0.040987, +0.041456]","0.009060","[-158.4824%, +160.2945%]","0.991111","-","0.000002","0.000000","0.000000"
"action_dimension_cx_delete_cart","Dimension","cx_app_quality_action_load_latency_android","","mean","0.019301","1,379,162","0.019312","1,336,202","0.000011","[-0.000229, +0.00025]","0.000553","[-1.1868%, +1.2974%]","0.930477","-","0.131207","0.000203","0.000001","0.019581","1,337,529","0.000281","[+0.000015, +0.000546]","0.014535","[+0.0782%, +2.8289%]","0.038324","Significant","0.131207","0.005332","0.000037"
"action_dimension_cx_place_order","Dimension","cx_app_quality_action_load_latency_android","","mean","0.003759","1,750,666","0.003798","1,697,897","0.000039","[-0.000062, +0.000141]","0.010451","[-1.6595%, +3.7496%]","0.448839","-","0.142027","0.000809","0.000006","0.003727","1,697,599","-0.000032","[-0.000132, +0.000069]","-0.008509","[-3.524%, +1.8223%]","0.532728","-","0.142027","-0.000658","-0.000005"
"action_dimension_cx_set_address","Dimension","cx_app_quality_action_load_latency_android","","mean","0.222388","3,200","0.224780","3,176","0.002444","[-0.018321, +0.023209]","0.010989","[-8.2383%, +10.4361%]","0.817572","-","0.000058","0.000000","0.000000","0.235643","3,082","0.013200","[-0.008278, +0.034678]","0.059356","[-3.7222%, +15.5935%]","0.228367","-","0.000058","0.000000","0.000000"
"action_dimension_cx_set_payment_method","Dimension","cx_app_quality_action_load_latency_android","","mean","0.207883","2,549","0.206695","2,504","-0.011113","[-0.034592, +0.012367]","-0.053456","[-16.6403%, +5.9491%]","0.353608","-","0.000062","0.000000","0.000000","0.216155","2,461","0.000931","[-0.024071, +0.025932]","0.004477","[-11.579%, +12.4745%]","0.941834","-","0.000062","0.000000","0.000000"
"action_dimension_cx_update_cart","Dimension","cx_app_quality_action_load_latency_android","","mean","0.003032","1,180,212","0.003072","1,144,263","0.000040","[-0.00005, +0.00013]","0.013141","[-1.6585%, +4.2866%]","0.386257","-","0.097297","0.000562","0.000004","0.003047","1,143,503","0.000015","[-0.000074, +0.000104]","0.004920","[-2.4493%, +3.4333%]","0.743034","-","0.097297","0.000210","0.000001"
"cx_app_quality_action_load_latency_ios","Metric","N/A","","mean","0.010987","10,427,621","0.010988","10,119,716","0.000000","[-0.000033, +0.000033]","-0.000010","[-0.3031%, +0.3011%]","0.994911","-","0.900734","0.000000","0.000000","0.010967","10,117,425","-0.000020","[-0.000053, +0.000014]","-0.001806","[-0.4844%, +0.1233%]","0.244114","-","0.900734","-0.001599","-0.000018"
"action_dimension_cx_add_payment_method","Dimension","cx_app_quality_action_load_latency_ios","","mean","0.054397","1,056,062","0.054539","1,026,592","0.000145","[-0.00043, +0.000721]","0.002669","[-0.7909%, +1.3246%]","0.620947","-","0.004564","0.000000","0.000000","0.054791","1,025,351","0.000369","[-0.000207, +0.000945]","0.006783","[-0.3813%, +1.738%]","0.209607","-","0.004564","0.000151","0.000002"
"action_dimension_cx_add_to_cart","Dimension","cx_app_quality_action_load_latency_ios","","mean","0.013755","9,803,078","0.013751","9,513,700","-0.000005","[-0.00005, +0.00004]","-0.000356","[-0.3655%, +0.2943%]","0.832670","-","0.482271","-0.000211","-0.000002","0.013727","9,509,826","-0.000028","[-0.000074, +0.000017]","-0.002048","[-0.536%, +0.1264%]","0.225461","-","0.482271","-0.001217","-0.000014"
"action_dimension_cx_create_address","Dimension","cx_app_quality_action_load_latency_ios","","mean","0.024253","1,273,587","0.024139","1,236,499","-0.000113","[-0.000515, +0.000289]","-0.004674","[-2.1254%, +1.1906%]","0.580598","-","0.005704","0.000000","0.000000","0.024408","1,237,011","0.000157","[-0.000256, +0.000571]","0.006479","[-1.0568%, +2.3525%]","0.456354","-","0.005704","0.000000","0.000000"
"action_dimension_cx_delete_cart","Dimension","cx_app_quality_action_load_latency_ios","","mean","0.005425","6,530,709","0.005452","6,342,507","0.000027","[-0.000017, +0.000072]","0.005008","[-0.3174%, +1.319%]","0.230284","-","0.122875","0.000299","0.000003","0.005428","6,342,544","0.000003","[-0.000041, +0.000047]","0.000552","[-0.7497%, +0.8601%]","0.893108","-","0.122875","0.000000","0.000000"
"action_dimension_cx_place_order","Dimension","cx_app_quality_action_load_latency_ios","","mean","0.001596","8,834,335","0.001588","8,575,509","-0.000008","[-0.000036, +0.000019]","-0.005177","[-2.2319%, +1.1966%]","0.553950","-","0.146054","-0.000108","-0.000001","0.001566","8,573,627","-0.000030","[-0.000057, -0.000003]","-0.018988","[-3.5817%, -0.2159%]","0.027005","Significant","0.146054","-0.000396","-0.000004"
"action_dimension_cx_set_address","Dimension","cx_app_quality_action_load_latency_ios","","mean","0.017387","2,172,102","0.017347","2,105,962","-0.000041","[-0.000271, +0.000189]","-0.002361","[-1.5606%, +1.0885%]","0.726883","-","0.018673","0.000000","0.000000","0.017089","2,106,324","-0.000299","[-0.000528, -0.000069]","-0.017178","[-3.0376%, -0.3979%]","0.010747","Significant","0.018673","-0.000498","-0.000006"
"action_dimension_cx_set_payment_method","Dimension","cx_app_quality_action_load_latency_ios","","mean","0.012769","2,033,958","0.012873","1,976,046","0.000104","[-0.000042, +0.00025]","0.008113","[-0.3328%, +1.9553%]","0.164570","-","0.022217","0.000206","0.000002","0.012940","1,974,280","0.000171","[+0.000022, +0.00032]","0.013395","[+0.1744%, +2.5047%]","0.024243","Significant","0.022217","0.000340","0.000004"
"action_dimension_cx_update_cart","Dimension","cx_app_quality_action_load_latency_ios","","mean","0.013904","5,671,700","0.013897","5,505,248","-0.000007","[-0.000095, +0.00008]","-0.000530","[-0.6838%, +0.5777%]","0.869071","-","0.098318","0.000000","0.000000","0.013904","5,505,479","-0.000001","[-0.000089, +0.000087]","-0.000063","[-0.6393%, +0.6267%]","0.984491","-","0.098318","0.000000","0.000000"
"cx_app_quality_action_load_latency_web","Metric","N/A","","mean","0.033105","828,169","0.032818","802,013","-0.000279","[-0.00074, +0.000183]","-0.008416","[-2.2351%, +0.5518%]","0.236497","-","0.846789","-0.006982","-0.000236","0.033160","804,826","0.000049","[-0.000429, +0.000528]","0.001488","[-1.2967%, +1.5944%]","0.840073","-","0.846789","0.001235","0.000042"
"action_dimension_cx_add_payment_method","Dimension","cx_app_quality_action_load_latency_web","","mean","0.029661","128,911","0.029849","125,097","0.000190","[-0.001127, +0.001507]","0.006415","[-3.7982%, +5.0811%]","0.777037","-","0.019086","0.000107","0.000004","0.030628","124,235","0.000965","[-0.000371, +0.002301]","0.032542","[-1.2505%, +7.7589%]","0.156807","-","0.019086","0.000545","0.000018"
"action_dimension_cx_add_to_cart","Dimension","cx_app_quality_action_load_latency_web","","mean","0.027815","410,493","0.027739","396,990","-0.000070","[-0.000734, +0.000594]","-0.002525","[-2.6387%, +2.1337%]","0.835695","-","0.263894","-0.000550","-0.000019","0.028112","399,083","0.000291","[-0.000408, +0.00099]","0.010461","[-1.4681%, +3.5603%]","0.414793","-","0.263894","0.002285","0.000077"
"action_dimension_cx_delete_cart","Dimension","cx_app_quality_action_load_latency_web","","mean","0.011767","405,577","0.011163","392,517","-0.000600","[-0.001183, -0.000018]","-0.051025","[-10.0537%, -0.1513%]","0.043398","Significant","0.176776","-0.003138","-0.000106","0.011686","393,847","-0.000080","[-0.000728, +0.000568]","-0.006799","[-6.1893%, +4.8295%]","0.808876","-","0.176776","-0.000419","-0.000014"
"action_dimension_cx_place_order","Dimension","cx_app_quality_action_load_latency_web","","mean","0.047621","613,737","0.047179","594,395","-0.000446","[-0.001271, +0.00038]","-0.009355","[-2.6682%, +0.7972%]","0.289960","-","0.266175","-0.003516","-0.000119","0.047362","596,749","-0.000254","[-0.001077, +0.000569]","-0.005328","[-2.2612%, +1.1956%]","0.545721","-","0.266175","-0.002005","-0.000068"
"action_dimension_cx_set_payment_method","Dimension","cx_app_quality_action_load_latency_web","","mean","0.011583","114,078","0.010700","110,414","-0.000885","[-0.003392, +0.001622]","-0.076390","[-29.2809%, +14.0028%]","0.489050","-","0.030576","-0.000804","-0.000027","0.010777","110,704","-0.000807","[-0.003508, +0.001894]","-0.069651","[-30.2822%, +16.3521%]","0.558237","-","0.030576","-0.000732","-0.000025"
"action_dimension_cx_update_cart","Dimension","cx_app_quality_action_load_latency_web","","mean","0.055587","262,339","0.055758","253,474","0.000167","[-0.001229, +0.001564]","0.003013","[-2.2107%, +2.8133%]","0.814140","-","0.090317","0.000448","0.000015","0.056099","254,761","0.000503","[-0.001015, +0.002021]","0.009049","[-1.8264%, +3.6361%]","0.516112","-","0.090317","0.001348","0.000046"
"cx_app_quality_crash_android","Metric","N/A","","mean","0.000076","2,438,449","0.000075","2,365,239","-0.000001","[-0.000005, +0.000003]","-0.012706","[-6.4314%, +3.8903%]","0.629427","-","0.857817","0.000000","0.000000","0.000075","2,365,101","-0.000001","[-0.000006, +0.000003]","-0.019148","[-7.5139%, +3.6842%]","0.502675","-","0.857817","-0.012820","-0.000001"
"page_dimension_cx_checkout_page","Dimension","cx_app_quality_crash_android","","mean","0.000055","2,146,022","0.000047","2,081,058","-0.000008","[-0.000016, 0]","-0.144116","[-28.3359%, -0.4873%]","0.042503","Significant","0.113877","0.000000","0.000000","0.000048","2,081,189","-0.000007","[-0.000015, +0.000001]","-0.128377","[-27.1793%, +1.5038%]","0.079355","-","0.113877","0.000000","0.000000"
"page_dimension_cx_explore_page","Dimension","cx_app_quality_crash_android","","mean","0.000035","2,178,725","0.000035","2,113,419","0.000000","[-0.000003, +0.000003]","-0.004371","[-9.1835%, +8.3092%]","0.921967","-","0.154941","0.000000","0.000000","0.000035","2,112,349","0.000000","[-0.000003, +0.000003]","-0.010583","[-9.6586%, +7.542%]","0.809414","-","0.154941","0.000000","0.000000"
"page_dimension_cx_item_page","Dimension","cx_app_quality_crash_android","","mean","0.000003","2,008,343","0.000002","1,948,162","0.000000","[-0.000001, +0.000001]","-0.062023","[-39.8314%, +27.4267%]","0.717738","-","0.153456","0.000000","0.000000","0.000003","1,946,506","0.000000","[-0.000001, +0.000001]","0.065615","[-27.6589%, +40.7818%]","0.707061","-","0.153456","0.000000","0.000000"
"page_dimension_cx_order_cart_page","Dimension","cx_app_quality_crash_android","","mean","0.000560","2,263,837","0.000564","2,196,071","0.000004","[-0.00003, +0.000039]","0.007343","[-5.4313%, +6.9%]","0.815425","-","0.087478","0.000000","0.000000","0.000559","2,195,600","-0.000001","[-0.000039, +0.000037]","-0.002083","[-6.9731%, +6.5566%]","0.951885","-","0.087478","0.000000","0.000000"
"page_dimension_cx_post_checkout_page","Dimension","cx_app_quality_crash_android","","mean","0.000000","2,130,584","0.000000","2,066,233","0.000000","[0, 0]","","[]","0.150418","-","0.086302","0.000000","0.000000","0.000000","2,065,827","0.000000","[0, 0]","","[]","0.729688","-","0.086302","0.000000","0.000000"
"page_dimension_cx_search_result_page","Dimension","cx_app_quality_crash_android","","mean","0.000031","1,227,935","0.000033","1,190,864","0.000002","[-0.000005, +0.000009]","0.067094","[-16.4585%, +29.8774%]","0.570303","-","0.020513","0.000000","0.000000","0.000030","1,190,741","-0.000002","[-0.000008, +0.000005]","-0.049306","[-27.1827%, +17.3216%]","0.664083","-","0.020513","0.000000","0.000000"
"page_dimension_cx_store_page","Dimension","cx_app_quality_crash_android","","mean","0.000000","1,994,738","0.000000","1,935,192","0.000000","[0, 0]","0.001413","[-197.792%, +198.0746%]","0.998884","-","0.114111","0.000000","0.000000","0.000000","1,933,974","0.000000","[0, 0]","3.999174","[+55.6206%, +744.2141%]","0.022811","Significant","0.114111","0.000000","0.000000"
"cx_app_quality_crash_ios","Metric","N/A","","mean","0.000043","10,984,623","0.000044","10,659,616","0.000000","[0, +0.000001]","0.010642","[-0.5143%, +2.6426%]","0.186375","-","0.858987","0.000000","0.000000","0.000043","10,658,561","0.000000","[0, +0.000001]","0.005228","[-1.0793%, +2.125%]","0.522444","-","0.858987","0.000000","0.000000"
"page_dimension_cx_checkout_page","Dimension","cx_app_quality_crash_ios","","mean","0.000096","9,637,247","0.000097","9,353,434","0.000001","[-0.000002, +0.000004]","0.007449","[-2.3614%, +3.8512%]","0.638368","-","0.059215","0.000000","0.000000","0.000096","9,351,283","0.000000","[-0.000003, +0.000003]","0.000373","[-3.0334%, +3.108%]","0.981007","-","0.059215","0.000000","0.000000"
"page_dimension_cx_explore_page","Dimension","cx_app_quality_crash_ios","","mean","0.000019","10,747,302","0.000020","10,430,282","0.000001","[0, +0.000001]","0.035363","[-0.3293%, +7.4019%]","0.072970","-","0.234903","0.000000","0.000000","0.000020","10,429,800","0.000001","[0, +0.000001]","0.032288","[-1.257%, +7.7147%]","0.158320","-","0.234903","0.000000","0.000000"
"page_dimension_cx_item_page","Dimension","cx_app_quality_crash_ios","","mean","0.000028","9,099,991","0.000028","8,832,976","0.000000","[-0.000001, +0.000001]","0.001347","[-4.6717%, +4.9411%]","0.956205","-","0.103816","0.000000","0.000000","0.000028","8,831,008","0.000000","[-0.000001, +0.000002]","0.007582","[-4.115%, +5.6315%]","0.760405","-","0.103816","0.000000","0.000000"
"page_dimension_cx_order_cart_page","Dimension","cx_app_quality_crash_ios","","mean","0.000086","10,254,559","0.000087","9,950,922","0.000001","[-0.000002, +0.000005]","0.012962","[-2.8573%, +5.4497%]","0.540769","-","0.071188","0.000000","0.000000","0.000088","9,948,367","0.000002","[-0.000002, +0.000005]","0.019357","[-2.3028%, +6.1742%]","0.370732","-","0.071188","0.000000","0.000000"
"page_dimension_cx_post_checkout_page","Dimension","cx_app_quality_crash_ios","","mean","0.000131","9,421,461","0.000130","9,145,049","-0.000001","[-0.000005, +0.000002]","-0.010241","[-3.9431%, +1.8948%]","0.491664","-","0.056266","0.000000","0.000000","0.000129","9,144,966","-0.000002","[-0.000006, +0.000002]","-0.016362","[-4.5573%, +1.2849%]","0.272274","-","0.056266","0.000000","0.000000"
"page_dimension_cx_search_result_page","Dimension","cx_app_quality_crash_ios","","mean","0.000042","6,561,767","0.000042","6,373,446","0.000001","[-0.000002, +0.000004]","0.018119","[-5.5284%, +9.1522%]","0.628524","-","0.023855","0.000000","0.000000","0.000042","6,370,828","0.000000","[-0.000003, +0.000003]","-0.002610","[-7.6411%, +7.1192%]","0.944749","-","0.023855","0.000000","0.000000"
"page_dimension_cx_store_page","Dimension","cx_app_quality_crash_ios","","mean","0.000050","9,495,236","0.000052","9,215,656","0.000002","[0, +0.000003]","0.031489","[-0.3087%, +6.6064%]","0.074265","-","0.127051","0.000000","0.000000","0.000051","9,214,256","0.000000","[-0.000001, +0.000002]","0.008909","[-2.5183%, +4.3001%]","0.608529","-","0.127051","0.000000","0.000000"
"cx_app_quality_crash_web","Metric","N/A","","mean","0.000872","833,804","0.000904","806,562","0.000031","[-0.000024, +0.000087]","0.036038","[-2.7247%, +9.9323%]","0.264379","-","0.770075","0.016705","0.000024","0.000863","808,963","-0.000009","[-0.000052, +0.000033]","-0.010722","[-5.9213%, +3.7768%]","0.664733","-","0.770075","-0.004969","-0.000007"
"page_dimension_cx_checkout_page","Dimension","cx_app_quality_crash_web","","mean","0.000740","582,085","0.000838","563,010","0.000099","[-0.000026, +0.000223]","0.133304","[-3.5288%, +30.1895%]","0.121208","-","0.192460","0.013138","0.000019","0.000764","565,551","0.000024","[-0.000048, +0.000097]","0.032995","[-6.5194%, +13.1185%]","0.510139","-","0.192460","0.003249","0.000005"
"page_dimension_cx_explore_page","Dimension","cx_app_quality_crash_web","","mean","0.000358","506,264","0.000363","490,424","0.000005","[-0.000038, +0.000047]","0.013318","[-10.5334%, +13.197%]","0.825877","-","0.191144","0.000000","0.000000","0.000325","492,014","-0.000033","[-0.000074, +0.000008]","-0.091846","[-20.5597%, +2.1906%]","0.113530","-","0.191144","-0.004342","-0.000006"
